Rank,Metals Industry,Number Of Employees,"Change In 
 Rank",Industry,Company Description,"Revenues
 ($millions)","Revenue 
 Change","Profits
 ($millions)","Profit 
 Change","Assets
 ($millions)","Market Value 
 As of 3/31/20 ($m)"
651.0,Carvana,7324.0,349.0,Internet,"Carvana Is An Online Used Car Retailer Based In Tempe, Arizona. The Company Is Known For Its Multi-story Car Vending Machines, And In 2018 It Was Reported To Be The Fastest Growing Used Car Dealer In The United States.",3940.0,1.015,-114.7,-,2058.0,8480.0
652.0,Asgn,4300.0,46.0,Staffing & Recruiting,"Asgn Incorporated Is One Of The Foremost Providers Of It And Professional Services In The Technology, Digital, Creative, Engineering, And Life Sciences Fields Across Commercial And Government Sectors.",3924.0,0.154,174.7,0.108,2941.0,1872.0
653.0,Sally Beauty Holdings,30050.0,-18.0,Beauty,"Sally Beauty Holdings, Inc. Is An International Retailer And Distributor Of Professional Beauty Supplies.",3876.0,-0.014,271.6,0.053,2098.0,944.0
654.0,Scansource,2700.0,-11.0,Retail & Whsle - Discretionary,"Scansource, Inc. Is A Wholesale Distributor Of Specialty Technology Products, Providing Distribution Sales To Resellers In The Specialty Technology Markets.",3873.0,0.007,57.6,0.737,2067.0,542.0
655.0,Ventas,516.0,2.0,Real Estate Investment Trust Company,"Ventas, Inc. Engages In The Acquisition And Ownership Of Seniors Housing And Healthcare Properties",3873.0,0.034,433.0,0.058,24692.0,9993.0
656.0,Country Financial,3839.0,15.0,Insurance,"The Company Offers Auto Insurance, Home And Renters Insurance, Life Insurance, Commercial Insurance, Disability Insurance, And Annuities, As Well As Investment Solutions In Mutual Funds, Trusts, Retirement, And Education Funding.",3868.0,0.066,167.3,-0.223,15725.0,-
657.0,Trinet Group,2900.0,27.0,Payroll Services Company,"The Company Offers Payroll, Tax Administration, Risk Protection, Performance Management, Compensation Consulting, And Employee Benefit Plans. ",3856.0,0.101,212.0,0.104,2748.0,2589.0
658.0,Spirit Airlines,8938.0,53.0,Airlines,Spirit Airlines Is Committed To Delivering The Best Value In The Sky While Providing An Extraordinary Guest Experience. ,3831.0,0.153,335.3,1.153,7043.0,882.0
659.0,Comerica,7708.0,15.0,Financial Services Company,"Comerica Incorporated Is A Financial Services Company Headquartered In Dallas, Texas",3817.0,0.062,1198.0,-0.03,73402.0,4118.0
660.0,Lennox International,11200.0,-23.0,General Building Materials,"Lennox International Inc. Is An Intercontinental Provider Of Climate Control Products For The Heating, Ventilation, Air Conditioning, And Refrigeration Markets.",3807.0,-0.02,408.7,0.138,2035.0,7017.0
661.0,Timken,18829.0,17.0,Manufacturing Company,The Timken Company Is An American Manufacturer Of Bearings And Related Components And Assemblies. For Many Decades It Was Also A Steelmaker Concentrating Mainly On Alloy Steel Tube.,3790.0,0.058,362.1,0.196,4860.0,2452.0
662.0,Paychex,15450.0,38.0,Payroll Services Company,"Paychex, Inc. Is An American Provider Of Human Resource, Payroll, And Benefits Outsourcing Services For Small- To Medium-sized Businesses.",3773.0,0.116,1034.4,0.108,8676.0,22570.0
663.0,Amerco,21900.0,10.0,Insurance Company,"Amerco Is The Parent Company Of U-haul, North America's Largest ""do-it-yourself"" Moving And Self-storage Operator, Amerco Real Estate Company, Repwest Insurance Company And Oxford Life Insurance Company.",3769.0,0.047,370.9,-0.531,11892.0,5697.0
664.0,Worthington Industries,12000.0,13.0,Manufacturing Comapny,"The Company Operates In Value-added Steel Processing, Manufacturing Of Pressure Cylinders, And Operator Cabs For Heavy Mobile Equipment.",3760.0,0.05,153.5,-0.212,2511.0,1433.0
665.0,Lamb Weston Holdings,7600.0,29.0,Food Processing Company,"Lamb Weston Holdings, Inc. Is An American Food Processing Company That Is One Of The World's Largest Producers And Processors Of Frozen French Fries And Other Frozen Potato Products.",3757.0,0.097,478.6,0.148,3048.0,8342.0
666.0,Laureate Education,41000.0,-60.0,Higher Education,Laureate Education Is A Network Of Campus-based And Online Universities Offering Undergraduate And Postgraduate Degree Programs Globally.,3752.0,-0.111,938.5,1.536,6516.0,2203.0
667.0,Penn Mutual Life Insurance,3318.0,56.0,Life Insurance Company,"The Company Provides Term, Whole, Universal, Variable, And Survivorship Life Insurance Products.",3705.0,0.147,396.0,0.188,36679.0,-
668.0,Iheartmedia,11400.0,-202.0,Steel,"The Company Offers Radio Broadcasting, Entertainment Data Distribution, And Media Advertising Services. ",3684.0,-0.418,-,-,11021.0,1074.0
669.0,Brink's,64300.0,18.0,Security Company,"The Brink's Company Is A Premier Provider Of Secure Logistics And Security Solutions Including Cash-in-transit, Atm Replenishment.",3683.0,0.056,29.0,-,3764.0,2625.0
670.0,Sentry Insurance Group,4217.0,15.0,Insurance Company,"Sentry Insurance Group Is Group Of Mutual Insurance Companies. The Group Offers A Full Line Of Property, Casualty And Life Insurance Products To Protect Businesses, Cars, Homes, Lives, And Retirement Incomes.",3681.0,0.052,324.3,0.294,19753.0,-
671.0,Acuity Brands,12000.0,-6.0,Industrial Products,"The Company Offers Products For Commercial And Institutional, Industrial, Infrastructure, And Residential Applications.",3673.0,-0.002,330.4,-0.055,3172.0,3394.0
672.0,Hub Group,5000.0,-87.0,Supply Chain Company,"Hub Group Is A Supply Chain Management Company Offering Solutions Ranging From Intermodal, Truckload, Dedicated And Logistics Services.",3668.0,-0.171,107.2,-0.469,1992.0,1557.0
673.0,Meritage Homes,1510.0,9.0,Consumer Discretionary,"Meritage Homes Corporation Designs, Builds, And Sells Single-family Homes Ranging From Entry Level To Semi-custom Luxury.",3667.0,0.039,249.7,0.098,3398.0,1373.0
674.0,Mrc Global,3345.0,-64.0,Industrial Supplies Company,"The Company Offers Carbon Steel Pipes, Valves And Fittings, Oil Country Tabular Goods, Gas Products, And Other Specialty Products To The Energy And Industrial Markets.",3662.0,-0.122,39.0,-0.473,2325.0,350.0
675.0,Alliant Energy,3597.0,5.0,Utilities,"The Company Supplies Electricity, Natural Gas, And Water To Residential And Commercial Customers.",3648.0,0.032,557.2,0.088,16701.0,11833.0
676.0,Workday,12200.0,121.0,Software Company,Workday Provides Saas-based Enterprise Solutions For A Company's Human Resources And Financial Management Activities.,3627.0,0.285,-480.7,-,6816.0,30211.0
677.0,Bmc Stock Holdings,10200.0,-13.0,Consumer Discretionary,"The Company Offers Products Such As Cabinetry, Doors, Windows, Insulation, Drywall, Lumbers, Locks, Bath Hardware, Siding, Roofing, Trim, Tools, And Other Related Products. ",3627.0,-0.015,109.8,-0.083,1906.0,1183.0
678.0,Abercrombie & Fitch,26000.0,-3.0,Retail Company,"Abercrombie & Fitch Co. (nyse: Anf) Is A Leading, Global Specialty Retailer Of Apparel And Accessories For Men, Women And Kids.",3623.0,0.009,39.4,-0.472,3550.0,560.0
679.0,Domino's Pizza,13100.0,13.0,Restaurant Company,"Domino's, Is An American Multinational Pizza Restaurant.",3619.0,0.054,400.7,0.107,1382.0,12647.0
680.0,Lyft,5683.0,261.0,Ridesharing Company,"Lyft, Inc. Develops, Markets, And Operates A Mobile App, Offering Vehicles For Hire, Motorized Scooters, A Bicycle-sharing System, And Food Delivery.",3616.0,0.677,-2602.2,-,5691.0,8233.0
681.0,Meredith,5615.0,172.0,Media Company,"Meredith Corporation Is An American Media Conglomerate Based In Des Moines, Iowa. The Company Owns Magazines, Television Stations, Websites, And Radio Stations.",3612.0,0.439,46.3,-0.534,6137.0,554.0
682.0,American Water Works,6800.0,9.0,Utilities,"American Water Works Co., Inc. Provides Drinking Water, Wastewater, And Other Water-related Services In Multiple States And Ontario, Canada.",3610.0,0.049,621.0,0.095,22682.0,21643.0
683.0,Albemarle,6000.0,19.0,Chemical Manufacturing Company,"The Company Offers Plastics, Polymers, And Elastomers, As Well As Cleaning Products, Agricultural Compounds, Pharmaceuticals, Photographic Chemicals, Drilling Compounds, And Biocides. ",3589.0,0.064,533.2,-0.231,9861.0,5993.0
684.0,Ciena,6383.0,60.0,Telecommunications Company,"Ciena Corporation Is An American Telecommunications Networking Equipment And Software Services Supplier Based In Hanover, Maryland. ",3572.0,0.154,253.4,-,3893.0,6111.0
685.0,Barnes & Noble,15538.0,-18.0,Retail Outlet Company,"Barnes & Noble Is A Multi-channel Distribution Platform That Provides Access To Trade Books, Textbooks, Magazines, Newspapers, And Other Content.",3553.0,-0.03,3.8,-,1706.0,-
686.0,Weis Markets,23000.0,-3.0,Food Retailer ,"The Company Offers Groceries, Dairy And Deli, Frozen Foods, Meats, Seafood, Fresh Produce, Floral, Pharmacy Services, Bakery, Beer And Wine, Fuel, And Health And Beauty Care Products.",3543.0,0.01,68.0,0.084,1676.0,1121.0
687.0,Illumina,7700.0,21.0,Biotechnology Company,"Illumina Sequencing And Array Technologies Fuel Advancements In Life Science Research, Translational And Consumer Genomics, And Molecular Diagnostics.",3543.0,0.063,1002.0,0.213,7316.0,40149.0
688.0,Svb Financial Group,3564.0,126.0,Commercial Banking Company,"Svb Financial Group Is A Financial Services Company, As Well As A Bank Holding And A Financial Holding Company. ",3531.0,0.301,1136.9,0.167,71005.0,7788.0
689.0,Carter's,20300.0,-,Apparel Company,Carter's Is The Leading Brand Of Clothing For Babies & Kids In The United States.,3519.0,0.016,263.8,-0.065,2753.0,2887.0
690.0,Stifel Financial,8205.0,39.0,Investment Banking Company,"Stifel, Nicolaus & Company, Incorporated Operates As A Brokerage And Investment Banking Firm.",3515.0,0.1,448.4,0.138,24610.0,2870.0
691.0,Mednax,9480.0,-22.0,Health Solutions,Mednax Is A National Medical Group That Comprises The Broad Physician Services Of Pediatrix Medical Group And American Anesthesiology.,3514.0,-0.037,-1497.7,-6.575,4146.0,981.0
692.0,Equifax,11200.0,4.0,Consumer Reporting Agency Company,"Equifax Inc. Is An American Multinational Consumer Credit Reporting Agency And Is One Of The Three Largest Consumer Credit Reporting Agencies, Along With Experian And Transunion.",3508.0,0.028,-398.8,-2.33,7909.0,14569.0
693.0,Kar Auction Services,13311.0,-38.0,Automotive,"Kar Auction Services, Inc. Is A Provider Of Whole Car Auction Services In North America.",3506.0,-0.07,188.5,-0.425,6581.0,1546.0
694.0,Ashland Global Holdings,4700.0,-36.0,Manufacturing And Chemical Distribution,"Ashland Global Holdings Inc. Is A Premier Global Specialty Materials Company Serving Customers In A Wide Range Of Consumer And Industrial Markets, Including Adhesives, Architectural Coatings, Automotive, Construction, Energy, Food And Beverage, Nutraceuticals, Personal Care And Pharmaceutical.",3505.0,-0.064,505.0,3.43,7251.0,3017.0
695.0,Medical Mutual Of Ohio,2801.0,23.0,Health Insurance Company,"Medical Mutual Of Ohio Is An American Mutual Health Insurance Company. It Is The Oldest And Largest Health Insurance Company Based In Cleveland, Ohio, And Serves More Than 1.6 Million Customers. ",3503.0,0.074,83.7,-0.469,2542.0,-
696.0,Sprague Resources,770.0,-42.0,Energy,"The Company Stores, Distributes, And Sells Refined Petroleum Products And Natural Gas, Such As Home Heating Oil, Gasoline, And Coal. Sprague Resources Serves Customers In The United States.",3502.0,-0.071,31.3,-0.608,1276.0,299.0
697.0,Super Micro Computer,3670.0,-,Information Technology,"Super Micro Computer, Inc. Designs, Develops, Manufactures And Sells Server Solutions Based On Modular And Open-standard Architecture. The Company Offers Servers, Motherboards, Chassis, And Accessories.",3500.0,0.042,71.9,0.558,1683.0,1091.0
698.0,Designer Brands,16100.0,34.0,Shoe Stores Company,Designer Brands Inc. Is An American Company That Sells Designer And Name Brand Shoes And Fashion Accessories. ,3493.0,0.097,94.5,-,2465.0,357.0
699.0,Pitney Bowes,11000.0,-40.0, Business Services,"Pitney Bowes Powers Billions Of Transactions Across The World Of Commerce. Big Or Small, Physical Or Digital, We Help You Market, Send And Collect.",3478.0,-0.069,194.6,-0.13,5467.0,350.0
700.0,Applied Industrial Technologies,6650.0,47.0,Industrial Supplies Company,"Applied Industrial Technologies Is A Leading Value-added Distributor And Technical Solutions Provider Of Industrial Motion, Fluid Power, Flow Control, Automation Technologies, And Related Maintenance Supplies.",3473.0,0.13,144.0,0.017,2332.0,1768.0
701.0,Pinnacle West Capital,6210.0,-38.0,Utilities,"The Company, Through Its Subsidiary, Provides Retail And Wholesale Electric Service To Most Of The State Of Arizona. ",3471.0,-0.06,538.3,0.053,18479.0,8522.0
702.0,American Equity Investment Life Holding,608.0,-,Life Insurance Company,American Equity Investment Life Holding Company Is An Industry Leader In The Development And Sale Of Fixed Index And Fixed Rate Annuity Products.,3464.0,1.239,246.1,-0.463,69697.0,1716.0
703.0,Servicenow,10371.0,134.0,Software Company,Servicenow Is A Cloud-based Workflow Automation Platform That Enables Enterprise Organizations To Improve Operational Efficiency By Automating Routine Tasks.,3460.0,0.326,626.7,-,6022.0,54393.0
704.0,Twitter,4900.0,52.0,Social Network Company,"Twitter, Online Microblogging Service For Distributing Short Messages Among Groups Of Recipients Via Personal Computer Or Mobile Phone.",3459.0,0.137,1465.7,0.216,12703.0,19213.0
705.0,Calumet Specialty Products Partners,1500.0,-19.0,Manufacturing Company,It Is Specializes In The Manufacturing Of Naphthenic And Paraffinic Oils As Well As Aliphatic Solvents And Paraffin Waxes.,3453.0,-0.013,-43.6,-,1858.0,82.0
706.0,Steelcase,12700.0,44.0,Furniture Company,"The Company Produces Office Furniture, Architectural And Technology Products For Office Environments And The Education, Health Care And Retail Industries.",3443.0,0.127,126.0,0.561,2142.0,1157.0
707.0,Sanderson Farms,17055.0,15.0,Poultry Farming Company,"The Company Also Processes, Markets, And Distributes Processed And Prepared Food Items. Sanderson Farms Sells Its Chicken To Retailers, Distributors, And Fast Food Operators In The Southeastern, Southwestern, And Western United States.",3440.0,0.063,53.3,-0.132,1774.0,2742.0
708.0,Wabco Holdings,13911.0,-62.0,Commercial Company,"Wabco Holdings, Inc. Is An American Provider Of Electronic Braking, Stability, Suspension And Transmission Automation Systems For Heavy Duty Commercial Vehicles.",3421.0,-0.107,245.8,-0.376,4037.0,6924.0
709.0,Clean Harbors,14400.0,5.0,Waste Management Company,"Clean Harbors, Inc. Is A Provider Of Environmental, Energy And Industrial Services, Including Hazardous Waste Disposal For Companies, Including Fortune 500 Companies, Small Waste Generators And Federal, State, Provincial And Local Governments.",3412.0,0.034,97.7,0.489,4109.0,2866.0
710.0,Puget Energy,3130.0,-5.0,Energy Company,"Puget Sound Energy Is An Energy Utility Based In The U.s. State Of Washington, Providing The Puget Sound Region With Electrical Power And Natural Gas.",3401.0,0.016,210.7,-0.106,14660.0,-
711.0,Scientific Games,9800.0,-7.0,Gambling Company,Scientific Games Corporation Is An American Corporation That Provides Gambling Products And Services To Lottery And Gambling Organizations Across The Globe.,3400.0,0.011,-130.0,-,7809.0,911.0
712.0,Granite Construction,4200.0,-,Construction Company,"Granite Construction Is A Construction Company That Specializes In Transportation, Mining, Power, And Tunneling.",3390.0,0.022,-105.4,-3.485,2634.0,710.0
713.0,Carlyle Group,1775.0,161.0,Private Equity Company,"The Carlyle Group Is An American Multinational Private Equity, Alternative Asset Management And Financial Services Corporation. It Specializes In Corporate Private Equity, Real Assets, And Private Credit.",3377.0,0.391,380.9,2.27,13809.0,7539.0
714.0,Skyworks Solutions,9000.0,-74.0,Semiconductor Manufacturing Company, Skyworks Manufactures Semiconductors For Use In Radio Frequency And Mobile Communications Systems.,3377.0,-0.127,853.6,-0.071,4840.0,15156.0
715.0,Aleris,5600.0,-25.0,Mining & Metals,"Aleris Corporation Was An American Aluminum Rolled Products Producer, Based In Beachwood, Ohio. ",3376.0,-0.02,-11.8,-,2712.0,-
716.0,Triple-s Management,3992.0,49.0,Insurance Company,"The Triple-s Management Corporation An Insurance Holding Company Based In San Juan, Puerto Rico, Which Offers A Wide Range Of Insurance Products And Services In Puerto Rico Through Its Wholly Owned Subsidiaries.",3376.0,0.127,92.9,-,2819.0,345.0
